Consumer ID,Segment,Annual BNPL Transactions,Total Borrowed CAD,Total Paid CAD,Total Late Fees CAD,Missed Payment Count,Peak Simultaneous Plans,Est Monthly BNPL Commitment CAD,Awareness of Total Commitment %,Preferred Platform,Top Category
BNPL5247,Regular User,8,1120.54,1120.54,0.0,0,2,140.08,77.0,Klarna,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5248,High Exposure User,16,3400.47,3456.47,56.0,7,6,637.56,28.0,Paidy,Home and Furniture
BNPL5249,Occasional User,2,443.55,443.55,0.0,0,1,110.88,83.0,Afterpay,Beauty and Skincare
BNPL5250,Regular User,7,1215.61,1223.61,8.0,1,2,173.64,66.0,PayBright,Sporting Goods
BNPL5251,High Exposure User,8,1454.0,1486.0,32.0,4,6,545.28,17.0,Klarna,Footwear
BNPL5252,Regular User,7,1538.49,1562.49,24.0,3,2,219.8,48.0,Afterpay,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5253,Occasional User,1,64.52,64.52,0.0,0,1,32.26,100.0,PayBright,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5254,Regular User,8,1489.49,1505.49,16.0,2,3,279.3,33.0,Klarna,Footwear
BNPL5255,Regular User,7,1125.68,1141.68,16.0,2,3,241.2,61.0,PayBright,Home and Furniture
BNPL5256,Occasional User,3,514.11,514.11,0.0,0,1,85.68,100.0,Afterpay,Beauty and Skincare
BNPL5257,Regular User,7,1808.99,1808.99,0.0,0,2,258.44,62.0,Afterpay,Sporting Goods
BNPL5258,Occasional User,1,215.14,215.14,0.0,0,1,107.56,83.0,Afterpay,Footwear
BNPL5259,Occasional User,1,56.28,56.28,0.0,0,1,28.14,86.0,Afterpay,Beauty and Skincare
BNPL5260,High Exposure User,21,2616.19,2672.19,56.0,7,5,311.5,20.0,Afterpay,Electronics and Tech
BNPL5261,High Exposure User,15,2306.92,2362.92,56.0,7,5,384.5,33.0,Afterpay,Beauty and Skincare
BNPL5262,High Exposure User,9,1359.06,1375.06,16.0,2,5,377.5,42.0,Sezzle,Beauty and Skincare
BNPL5263,Regular User,6,770.87,770.87,0.0,0,3,192.72,57.0,Paidy,Sporting Goods
BNPL5264,Occasional User,1,98.85,98.85,0.0,0,1,49.42,63.0,Sezzle,Sporting Goods
BNPL5265,Regular User,3,422.1,438.1,16.0,2,3,211.08,69.0,Paidy,Footwear
BNPL5266,Occasional User,2,160.67,160.67,0.0,0,1,40.16,71.0,Klarna,Electronics and Tech
BNPL5267,High Exposure User,7,972.01,972.01,0.0,0,5,347.1,31.0,Klarna,Sporting Goods
BNPL5268,Occasional User,3,713.62,713.62,0.0,0,1,118.94,100.0,Sezzle,Electronics and Tech
BNPL5269,High Exposure User,14,2383.62,2439.62,56.0,7,5,425.6,31.0,Sezzle,Electronics and Tech
BNPL5270,Occasional User,1,186.28,186.28,0.0,0,1,93.14,79.0,Afterpay,Footwear
BNPL5271,Regular User,8,1073.54,1081.54,8.0,1,2,134.2,47.0,Afterpay,Sporting Goods
BNPL5272,Occasional User,2,375.26,375.26,0.0,0,1,93.82,100.0,Afterpay,Electronics and Tech
BNPL5273,Occasional User,1,265.58,265.58,0.0,0,1,132.78,78.0,Sezzle,Electronics and Tech
BNPL5274,Regular User,12,1493.77,1525.77,32.0,4,4,248.96,56.0,Afterpay,Beauty and Skincare
BNPL5275,Occasional User,1,279.81,279.81,0.0,0,1,139.9,76.0,PayBright,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5276,Regular User,8,1488.42,1520.42,32.0,4,2,186.04,70.0,Klarna,Home and Furniture
BNPL5277,Occasional User,1,468.38,468.38,0.0,0,1,234.18,100.0,Sezzle,Electronics and Tech
BNPL5278,High Exposure User,13,2284.79,2324.79,40.0,5,5,439.4,41.0,PayBright,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5279,Occasional User,2,424.42,424.42,0.0,0,1,106.1,85.0,Klarna,Footwear
BNPL5280,High Exposure User,12,1690.16,1746.16,56.0,7,7,492.94,30.0,Sezzle,Home and Furniture
BNPL5281,Occasional User,1,169.79,169.79,0.0,0,1,84.9,100.0,PayBright,Footwear
BNPL5282,Occasional User,1,72.54,72.54,0.0,0,1,36.28,73.0,Klarna,Home and Furniture
BNPL5283,Regular User,9,1039.86,1071.86,32.0,4,3,173.34,24.0,Afterpay,Electronics and Tech
BNPL5284,Occasional User,3,620.01,620.01,0.0,0,1,103.34,91.0,Klarna,Electronics and Tech
BNPL5285,Regular User,4,601.12,617.12,16.0,2,3,225.42,34.0,Paidy,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5286,High Exposure User,15,1741.98,1781.98,40.0,5,5,290.3,49.0,Afterpay,Home and Furniture
BNPL5287,Occasional User,3,407.53,407.53,0.0,0,1,67.92,88.0,Klarna,Electronics and Tech
BNPL5288,Regular User,7,943.93,959.93,16.0,2,2,134.84,43.0,Klarna,Footwear
BNPL5289,Regular User,9,1133.71,1133.71,0.0,0,2,125.96,55.0,Afterpay,Home and Furniture
BNPL5290,Occasional User,2,139.8,139.8,0.0,0,1,34.96,71.0,Afterpay,Sporting Goods
BNPL5291,High Exposure User,12,2242.88,2298.88,56.0,7,5,467.3,38.0,PayBright,Electronics and Tech
BNPL5292,Occasional User,1,65.93,65.93,0.0,0,1,32.96,75.0,Klarna,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5293,Occasional User,2,185.68,185.68,0.0,0,1,46.42,100.0,Klarna,Footwear
BNPL5294,Regular User,3,541.6,541.6,0.0,0,2,180.52,43.0,Klarna,Sporting Goods
BNPL5295,Occasional User,1,73.23,73.23,0.0,0,1,36.62,63.0,Sezzle,Sporting Goods
BNPL5296,High Exposure User,11,1200.68,1248.68,48.0,6,6,327.48,25.0,Klarna,Beauty and Skincare
BNPL5297,Occasional User,2,351.04,351.04,0.0,0,1,87.76,83.0,Klarna,Sporting Goods
BNPL5298,Regular User,4,301.2,301.2,0.0,0,3,112.92,49.0,PayBright,Home and Furniture
BNPL5299,Occasional User,1,65.07,65.07,0.0,0,1,32.54,83.0,Sezzle,Home and Furniture
BNPL5300,High Exposure User,10,1343.97,1391.97,48.0,6,5,336.0,38.0,Klarna,Sporting Goods
BNPL5301,High Exposure User,18,3405.57,3485.57,80.0,10,6,567.6,18.0,Klarna,Beauty and Skincare
BNPL5302,Regular User,8,1536.32,1568.32,32.0,4,3,288.06,55.0,PayBright,Beauty and Skincare
BNPL5303,Regular User,9,1554.61,1570.61,16.0,2,3,259.08,48.0,Afterpay,Sporting Goods
BNPL5304,Regular User,8,973.26,989.26,16.0,2,2,121.64,63.0,PayBright,Sporting Goods
BNPL5305,Regular User,8,1284.7,1300.7,16.0,2,3,240.9,52.0,Klarna,Sporting Goods
BNPL5306,Occasional User,1,248.91,248.91,0.0,0,1,124.46,75.0,Klarna,Sporting Goods
BNPL5307,Regular User,6,650.29,650.29,0.0,0,3,162.6,43.0,Afterpay,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5308,Regular User,8,1475.36,1491.36,16.0,2,2,184.4,64.0,Paidy,Beauty and Skincare
BNPL5309,Regular User,8,892.14,892.14,0.0,0,3,167.28,61.0,PayBright,Sporting Goods
BNPL5310,Regular User,10,1530.2,1530.2,0.0,0,2,153.04,40.0,Sezzle,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5311,Regular User,7,1237.3,1253.3,16.0,2,2,176.76,53.0,Sezzle,Sporting Goods
BNPL5312,Occasional User,1,108.05,108.05,0.0,0,1,54.02,98.0,Paidy,Home and Furniture
BNPL5313,Regular User,6,739.42,771.42,32.0,4,3,184.86,80.0,Afterpay,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5314,High Exposure User,15,1906.58,1922.58,16.0,2,6,381.36,30.0,Afterpay,Electronics and Tech
BNPL5315,Occasional User,2,398.21,398.21,0.0,0,1,99.56,83.0,Sezzle,Sporting Goods
BNPL5316,High Exposure User,14,1852.02,1900.02,48.0,6,5,330.7,34.0,Afterpay,Electronics and Tech
BNPL5317,Regular User,5,768.71,792.71,24.0,3,3,230.64,38.0,Afterpay,Sporting Goods
BNPL5318,Regular User,5,501.65,501.65,0.0,0,2,100.32,50.0,Sezzle,Home and Furniture
BNPL5319,Occasional User,2,176.45,176.45,0.0,0,1,44.12,88.0,Afterpay,Footwear
BNPL5320,Occasional User,2,379.92,379.92,0.0,0,1,94.98,82.0,Klarna,Footwear
BNPL5321,High Exposure User,15,2461.64,2525.64,64.0,8,6,492.36,19.0,Paidy,Beauty and Skincare
BNPL5322,Regular User,6,1093.9,1109.9,16.0,2,3,273.48,64.0,Klarna,Footwear
BNPL5323,Regular User,7,1275.01,1307.01,32.0,4,3,273.24,84.0,Afterpay,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5324,High Exposure User,18,3064.93,3072.93,8.0,1,5,425.7,30.0,Klarna,Home and Furniture
BNPL5325,Regular User,4,332.84,356.84,24.0,3,3,124.8,33.0,PayBright,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5326,Regular User,9,757.67,773.67,16.0,2,2,84.2,56.0,Klarna,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5327,Regular User,8,967.69,983.69,16.0,2,2,120.96,50.0,Afterpay,Sporting Goods
BNPL5328,Regular User,6,663.91,671.91,8.0,1,2,110.64,69.0,PayBright,Beauty and Skincare
BNPL5329,Occasional User,2,367.27,367.27,0.0,0,1,91.82,87.0,Afterpay,Beauty and Skincare
BNPL5330,Occasional User,2,459.09,459.09,0.0,0,1,114.78,100.0,Klarna,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5331,High Exposure User,11,2135.25,2167.25,32.0,4,6,582.36,33.0,Klarna,Footwear
BNPL5332,Regular User,5,997.79,997.79,0.0,0,2,199.56,54.0,Klarna,Sporting Goods
BNPL5333,Regular User,8,996.82,1012.82,16.0,2,3,186.9,53.0,Afterpay,Beauty and Skincare
BNPL5334,Occasional User,1,192.02,192.02,0.0,0,1,96.02,89.0,Klarna,Beauty and Skincare
BNPL5335,Regular User,6,368.04,376.04,8.0,1,2,61.32,74.0,Afterpay,Sporting Goods
BNPL5336,Occasional User,2,164.24,164.24,0.0,0,1,41.06,90.0,Klarna,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5337,High Exposure User,15,1772.17,1812.17,40.0,5,6,354.48,41.0,PayBright,Home and Furniture
BNPL5338,Regular User,5,949.41,949.41,0.0,0,2,189.88,50.0,Afterpay,Footwear
BNPL5339,High Exposure User,17,2564.72,2604.72,40.0,5,5,377.2,13.0,Afterpay,Footwear
BNPL5340,Regular User,7,684.64,684.64,0.0,0,2,97.8,60.0,Afterpay,Sporting Goods
BNPL5341,Regular User,6,883.81,891.81,8.0,1,2,147.32,66.0,PayBright,Footwear
BNPL5342,Regular User,8,1191.3,1191.3,0.0,0,3,223.38,40.0,Paidy,Sporting Goods
BNPL5343,High Exposure User,9,1050.23,1082.23,32.0,4,7,408.38,23.0,Sezzle,Home and Furniture
BNPL5344,Occasional User,3,482.56,482.56,0.0,0,1,80.42,98.0,PayBright,Footwear
BNPL5345,Regular User,6,1184.63,1184.63,0.0,0,2,197.44,65.0,Sezzle,Footwear
BNPL5346,High Exposure User,14,2393.01,2417.01,24.0,3,5,427.3,34.0,Klarna,Sporting Goods
BNPL5347,High Exposure User,11,1629.24,1717.24,88.0,11,6,444.36,23.0,Paidy,Home and Furniture
BNPL5348,Regular User,3,388.15,388.15,0.0,0,2,129.4,59.0,Afterpay,Footwear
BNPL5349,High Exposure User,9,1783.7,1815.7,32.0,4,6,594.6,36.0,Klarna,Beauty and Skincare
BNPL5350,Regular User,5,397.63,397.63,0.0,0,2,79.52,77.0,Afterpay,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5351,Regular User,4,499.1,499.1,0.0,0,3,187.14,63.0,Paidy,Sporting Goods
BNPL5352,Occasional User,1,267.8,267.8,0.0,0,1,133.9,97.0,PayBright,Electronics and Tech
BNPL5353,Regular User,10,1468.63,1484.63,16.0,2,3,220.32,43.0,Afterpay,Beauty and Skincare
BNPL5354,Occasional User,4,731.74,731.74,0.0,0,1,91.46,72.0,Sezzle,Sporting Goods
BNPL5355,Occasional User,2,653.16,653.16,0.0,0,1,163.3,100.0,Afterpay,Beauty and Skincare
BNPL5356,Occasional User,3,427.88,427.88,0.0,0,1,71.32,100.0,Afterpay,Home and Furniture
BNPL5357,High Exposure User,14,1928.63,2000.63,72.0,9,4,275.52,28.0,Paidy,Sporting Goods
BNPL5358,Occasional User,2,104.06,104.06,0.0,0,1,26.02,87.0,Afterpay,Electronics and Tech
BNPL5359,Occasional User,2,515.4,515.4,0.0,0,1,128.84,87.0,Sezzle,Footwear
BNPL5360,Regular User,9,1234.73,1250.73,16.0,2,3,205.8,69.0,Afterpay,Sporting Goods
BNPL5361,Occasional User,2,199.26,199.26,0.0,0,1,49.82,88.0,Afterpay,Home and Furniture
BNPL5362,Regular User,6,890.08,890.08,0.0,0,3,222.54,57.0,Afterpay,Home and Furniture
BNPL5363,Occasional User,3,400.42,400.42,0.0,0,2,133.48,78.0,Klarna,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5364,Occasional User,1,217.16,217.16,0.0,0,1,108.58,71.0,Klarna,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5365,Occasional User,2,185.86,185.86,0.0,0,1,46.46,88.0,Afterpay,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5366,High Exposure User,15,2369.5,2369.5,0.0,0,6,473.88,25.0,Klarna,Beauty and Skincare
BNPL5367,Occasional User,1,176.11,176.11,0.0,0,2,176.12,80.0,Sezzle,Electronics and Tech
BNPL5368,High Exposure User,13,2107.28,2131.28,24.0,3,6,486.24,30.0,Klarna,Electronics and Tech
BNPL5369,Occasional User,1,312.25,328.25,16.0,2,1,156.12,79.0,Afterpay,Beauty and Skincare
BNPL5370,Regular User,7,1147.09,1155.09,8.0,1,2,163.88,49.0,Paidy,Footwear
BNPL5371,Regular User,6,1229.4,1237.4,8.0,1,3,307.38,63.0,Klarna,Footwear
BNPL5372,Regular User,3,265.52,265.52,0.0,0,2,88.52,41.0,Sezzle,Beauty and Skincare
BNPL5373,Occasional User,2,460.84,460.84,0.0,0,1,115.2,95.0,Sezzle,Sporting Goods
BNPL5374,Regular User,5,747.74,747.74,0.0,0,2,149.56,52.0,Afterpay,Footwear
BNPL5375,Regular User,6,546.64,554.64,8.0,1,3,136.68,67.0,Klarna,Sporting Goods
BNPL5376,Regular User,5,1020.07,1020.07,0.0,0,2,204.0,46.0,Klarna,Footwear
BNPL5377,Occasional User,2,259.24,259.24,0.0,0,1,64.82,100.0,Afterpay,Electronics and Tech
BNPL5378,High Exposure User,20,2798.71,2830.71,32.0,4,6,419.76,17.0,Afterpay,Footwear
BNPL5379,High Exposure User,13,1641.17,1681.17,40.0,5,7,441.84,14.0,Sezzle,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5380,Regular User,7,1283.92,1291.92,8.0,1,3,275.1,73.0,Klarna,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5381,Regular User,4,331.93,339.93,8.0,1,3,124.5,88.0,PayBright,Home and Furniture
BNPL5382,Occasional User,2,347.7,347.7,0.0,0,1,86.92,89.0,Sezzle,Beauty and Skincare
BNPL5383,High Exposure User,8,1231.6,1279.6,48.0,6,5,384.9,31.0,Afterpay,Home and Furniture
BNPL5384,Occasional User,1,58.92,58.92,0.0,0,1,29.46,81.0,Sezzle,Sporting Goods
BNPL5385,Regular User,8,1188.45,1204.45,16.0,2,2,148.56,58.0,Paidy,Footwear
BNPL5386,Occasional User,1,110.18,110.18,0.0,0,1,55.1,83.0,Klarna,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5387,Occasional User,2,390.47,390.47,0.0,0,1,97.62,88.0,Afterpay,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5388,Regular User,10,1466.79,1466.79,0.0,0,3,220.02,78.0,Klarna,Sporting Goods
BNPL5389,Regular User,6,640.23,664.23,24.0,3,3,160.08,82.0,Klarna,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5390,High Exposure User,15,1742.3,1806.3,64.0,8,6,348.48,23.0,Sezzle,Sporting Goods
BNPL5391,High Exposure User,8,832.51,856.51,24.0,3,6,312.24,25.0,Afterpay,Home and Furniture
BNPL5392,Occasional User,1,98.91,98.91,0.0,0,1,49.46,96.0,PayBright,Sporting Goods
BNPL5393,Regular User,8,832.55,848.55,16.0,2,3,156.12,43.0,PayBright,Sporting Goods
BNPL5394,High Exposure User,15,2339.03,2411.03,72.0,9,5,389.8,27.0,Afterpay,Beauty and Skincare
BNPL5395,High Exposure User,9,1020.66,1036.66,16.0,2,6,340.2,31.0,Klarna,Footwear
BNPL5396,High Exposure User,16,3215.25,3263.25,48.0,6,5,502.4,52.0,Afterpay,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5397,Regular User,6,957.84,973.84,16.0,2,2,159.64,63.0,Sezzle,Sporting Goods
BNPL5398,High Exposure User,14,1907.49,1971.49,64.0,8,6,408.72,35.0,Klarna,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5399,Occasional User,1,62.98,62.98,0.0,0,1,31.48,100.0,Afterpay,Beauty and Skincare
BNPL5400,High Exposure User,20,3296.95,3376.95,80.0,10,6,494.52,13.0,Afterpay,Sporting Goods
BNPL5401,Regular User,9,958.23,990.23,32.0,4,3,159.72,50.0,Paidy,Beauty and Skincare
BNPL5402,High Exposure User,15,1972.92,1996.92,24.0,3,6,394.56,32.0,PayBright,Footwear
BNPL5403,Occasional User,3,308.18,308.18,0.0,0,1,51.36,66.0,Paidy,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5404,Occasional User,1,285.59,293.59,8.0,1,1,142.8,100.0,Sezzle,Home and Furniture
BNPL5405,Regular User,2,129.8,129.8,0.0,0,1,32.46,75.0,Klarna,Footwear
BNPL5406,Occasional User,3,480.68,480.68,0.0,0,1,80.12,89.0,Klarna,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5407,High Exposure User,16,2513.48,2569.48,56.0,7,5,392.7,22.0,Sezzle,Footwear
BNPL5408,Occasional User,2,313.33,313.33,0.0,0,1,78.34,98.0,Klarna,Beauty and Skincare
BNPL5409,Occasional User,2,86.28,86.28,0.0,0,1,21.58,83.0,Afterpay,Sporting Goods
BNPL5410,Occasional User,2,143.1,143.1,0.0,0,1,35.78,94.0,Paidy,Beauty and Skincare
BNPL5411,Occasional User,2,493.88,493.88,0.0,0,1,123.46,82.0,Afterpay,Home and Furniture
BNPL5412,Occasional User,2,221.62,221.62,0.0,0,1,55.4,96.0,Afterpay,Sporting Goods
BNPL5413,Occasional User,1,54.87,54.87,0.0,0,1,27.44,94.0,Afterpay,Electronics and Tech
BNPL5414,Regular User,1,136.77,136.77,0.0,0,1,68.38,58.0,Afterpay,Home and Furniture
BNPL5415,High Exposure User,13,2179.78,2243.78,64.0,8,6,503.04,10.0,PayBright,Sporting Goods
BNPL5416,Occasional User,2,139.64,139.64,0.0,0,1,34.9,77.0,Klarna,Sporting Goods
BNPL5417,Regular User,6,891.88,891.88,0.0,0,2,148.64,66.0,PayBright,Beauty and Skincare
BNPL5418,Occasional User,1,56.15,56.15,0.0,0,1,28.08,88.0,Afterpay,Footwear
BNPL5419,Regular User,9,1037.3,1037.3,0.0,0,3,172.86,55.0,Afterpay,Electronics and Tech
BNPL5420,Occasional User,1,49.05,49.05,0.0,0,1,24.52,80.0,Klarna,Beauty and Skincare
BNPL5421,Occasional User,2,146.35,146.35,0.0,0,1,36.58,72.0,Klarna,Home and Furniture
BNPL5422,Occasional User,3,200.34,200.34,0.0,0,1,33.38,94.0,Klarna,Sporting Goods
BNPL5423,High Exposure User,16,2113.28,2193.28,80.0,10,6,396.24,37.0,Klarna,Sporting Goods
BNPL5424,Occasional User,2,249.25,249.25,0.0,0,1,62.32,67.0,Klarna,Home and Furniture
BNPL5425,Regular User,8,693.4,709.4,16.0,2,2,86.68,52.0,Afterpay,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5426,Regular User,5,480.24,488.24,8.0,1,2,96.04,71.0,Sezzle,Footwear
BNPL5427,High Exposure User,10,845.07,893.07,48.0,6,6,253.56,47.0,Klarna,Beauty and Skincare
BNPL5428,Occasional User,3,433.16,433.16,0.0,0,1,72.2,82.0,Afterpay,Footwear
BNPL5429,Occasional User,1,105.92,105.92,0.0,0,1,52.96,76.0,Klarna,Home and Furniture
BNPL5430,Regular User,9,964.82,988.82,24.0,3,3,160.8,44.0,Paidy,Home and Furniture
BNPL5431,Regular User,5,649.13,649.13,0.0,0,2,129.84,81.0,Afterpay,Electronics and Tech
BNPL5432,High Exposure User,10,1084.16,1116.16,32.0,4,6,325.2,19.0,Klarna,Home and Furniture
BNPL5433,Occasional User,2,389.05,389.05,0.0,0,1,97.26,88.0,Afterpay,Sporting Goods
BNPL5434,Regular User,5,974.91,990.91,16.0,2,3,292.5,55.0,Sezzle,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5435,High Exposure User,15,2040.05,2048.05,8.0,1,6,408.0,23.0,Sezzle,Home and Furniture
BNPL5436,Regular User,7,634.12,642.12,8.0,1,1,45.3,70.0,Klarna,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5437,Regular User,3,496.12,512.12,16.0,2,2,165.36,71.0,Sezzle,Beauty and Skincare
BNPL5438,High Exposure User,19,1968.9,2072.9,104.0,13,5,259.1,25.0,Afterpay,Sporting Goods
BNPL5439,Regular User,5,742.34,750.34,8.0,1,3,222.72,75.0,PayBright,Electronics and Tech
BNPL5440,Occasional User,2,193.62,193.62,0.0,0,1,48.4,72.0,Klarna,Beauty and Skincare
BNPL5441,Regular User,4,591.55,599.55,8.0,1,2,147.88,65.0,Afterpay,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5442,High Exposure User,12,1747.09,1803.09,56.0,7,6,436.8,49.0,Afterpay,Electronics and Tech
BNPL5443,Occasional User,1,63.15,63.15,0.0,0,2,63.16,100.0,Afterpay,Electronics and Tech
BNPL5444,High Exposure User,19,2816.34,2856.34,40.0,5,7,518.84,27.0,Afterpay,Footwear
BNPL5445,Occasional User,1,64.18,64.18,0.0,0,1,32.1,78.0,Afterpay,Footwear
BNPL5446,Regular User,3,643.6,643.6,0.0,0,3,321.78,71.0,Afterpay,Home and Furniture
BNPL5447,Occasional User,2,736.57,736.57,0.0,0,1,184.14,89.0,Paidy,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5448,High Exposure User,13,1804.62,1820.62,16.0,2,5,347.0,17.0,Klarna,Footwear
BNPL5449,Regular User,4,692.2,692.2,0.0,0,2,173.04,61.0,Afterpay,Beauty and Skincare
BNPL5450,Occasional User,4,506.26,506.26,0.0,0,1,63.28,97.0,Paidy,Footwear
BNPL5451,Occasional User,2,292.43,292.43,0.0,0,1,73.1,90.0,Afterpay,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5452,Occasional User,1,75.1,75.1,0.0,0,1,37.54,88.0,Sezzle,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5453,Regular User,6,546.93,554.93,8.0,1,3,136.74,47.0,Afterpay,Electronics and Tech
BNPL5454,Regular User,10,1599.68,1615.68,16.0,2,3,239.94,83.0,Paidy,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5455,Occasional User,2,487.69,487.69,0.0,0,1,121.92,83.0,Afterpay,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5456,High Exposure User,11,1516.32,1556.32,40.0,5,5,344.6,26.0,Klarna,Footwear
BNPL5457,Occasional User,1,66.77,82.77,16.0,2,1,33.38,100.0,Afterpay,Electronics and Tech
BNPL5458,Regular User,7,626.06,626.06,0.0,0,2,89.44,72.0,Afterpay,Sporting Goods
BNPL5459,Occasional User,2,413.13,413.13,0.0,0,1,103.28,84.0,Sezzle,Sporting Goods
BNPL5460,Occasional User,2,529.73,529.73,0.0,0,1,132.44,66.0,Paidy,Home and Furniture
BNPL5461,Regular User,7,990.15,1014.15,24.0,3,2,141.44,77.0,Sezzle,Electronics and Tech
BNPL5462,Occasional User,2,99.74,99.74,0.0,0,1,24.94,86.0,Afterpay,Electronics and Tech
BNPL5463,Occasional User,2,355.26,355.26,0.0,0,1,88.82,77.0,PayBright,Sporting Goods
BNPL5464,High Exposure User,11,1498.92,1562.92,64.0,8,5,340.7,36.0,Afterpay,Footwear
BNPL5465,Occasional User,1,79.56,79.56,0.0,0,1,39.78,100.0,Afterpay,Footwear
BNPL5466,Regular User,9,1372.34,1380.34,8.0,1,3,228.72,79.0,Afterpay,Sporting Goods
BNPL5467,High Exposure User,6,1143.34,1167.34,24.0,3,5,476.4,31.0,Sezzle,Footwear
BNPL5468,High Exposure User,18,2471.76,2559.76,88.0,11,5,343.3,48.0,Afterpay,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5469,Regular User,6,468.26,492.26,24.0,3,2,78.04,60.0,Klarna,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5470,Occasional User,1,259.63,259.63,0.0,0,1,129.82,78.0,Afterpay,Footwear
BNPL5471,Occasional User,1,281.31,281.31,0.0,0,1,140.66,94.0,Afterpay,Electronics and Tech
BNPL5472,High Exposure User,18,4152.19,4208.19,56.0,7,7,807.38,56.0,Sezzle,Beauty and Skincare
BNPL5473,Regular User,6,586.32,610.32,24.0,3,3,146.58,69.0,Klarna,Electronics and Tech
BNPL5474,Occasional User,1,196.86,196.86,0.0,0,1,98.44,93.0,Klarna,Beauty and Skincare
BNPL5475,Regular User,9,1690.35,1730.35,40.0,5,2,187.8,66.0,PayBright,Footwear
BNPL5476,Regular User,9,1438.87,1454.87,16.0,2,2,159.88,49.0,Afterpay,Home and Furniture
BNPL5477,High Exposure User,10,1098.79,1178.79,80.0,10,6,329.64,41.0,Klarna,Sporting Goods
BNPL5478,Occasional User,1,346.7,346.7,0.0,0,1,173.34,88.0,Klarna,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5479,Occasional User,1,44.63,44.63,0.0,0,1,22.32,91.0,Afterpay,Electronics and Tech
BNPL5480,Occasional User,1,77.98,77.98,0.0,0,1,39.0,74.0,Sezzle,Electronics and Tech
BNPL5481,Occasional User,1,53.2,53.2,0.0,0,1,26.6,96.0,PayBright,Home and Furniture
BNPL5482,Occasional User,2,112.56,112.56,0.0,0,1,28.14,99.0,Sezzle,Sporting Goods
BNPL5483,Regular User,8,959.77,967.77,8.0,1,4,239.92,31.0,Afterpay,Electronics and Tech
BNPL5484,Occasional User,1,56.27,56.27,0.0,0,1,28.14,87.0,Klarna,Sporting Goods
BNPL5485,Occasional User,2,212.02,212.02,0.0,0,1,53.0,82.0,Klarna,Beauty and Skincare
BNPL5486,Occasional User,1,146.78,146.78,0.0,0,1,73.4,90.0,Afterpay,Electronics and Tech
BNPL5487,Regular User,6,1016.5,1032.5,16.0,2,3,254.1,54.0,Afterpay,Beauty and Skincare
BNPL5488,Regular User,3,435.35,435.35,0.0,0,3,217.68,83.0,Paidy,Electronics and Tech
BNPL5489,High Exposure User,14,2321.07,2345.07,24.0,3,6,497.4,30.0,Sezzle,Sporting Goods
BNPL5490,Occasional User,2,204.58,204.58,0.0,0,2,102.28,100.0,Afterpay,Beauty and Skincare
BNPL5491,Regular User,6,1590.76,1590.76,0.0,0,3,397.68,53.0,Sezzle,Home and Furniture
BNPL5492,Regular User,2,164.68,164.68,0.0,0,1,41.18,80.0,Afterpay,Footwear
BNPL5493,Regular User,7,1119.3,1135.3,16.0,2,2,159.92,63.0,Paidy,Sporting Goods
BNPL5494,Occasional User,1,184.54,184.54,0.0,0,1,92.26,100.0,Sezzle,Sporting Goods
BNPL5495,Occasional User,2,177.17,177.17,0.0,0,1,44.3,71.0,Klarna,Electronics and Tech
